src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
8.0.69.0,0.40.152.64,0,0,IP_90,2025-07-17 23:52:16.857,0.0000129,4041007751.9379845,77519.37984496124,77519.37984496124,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0,1,0,52129,0,Unknown
134.221.96.2,30.212.0.32,0,0,IP_90,2025-07-17 23:52:16.857,4.6e-6,11332391304.347826,217391.30434782608,217391.30434782608,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.0.32,0,0,IP_161,2025-07-17 23:52:16.880,0.0000218,168532110.0917431,45871.55963302752,45871.55963302752,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,3674,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.881,0.0000101,5161287128.712872,99009.900990099,99009.900990099,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,1,0,52129,0,Unknown
134.221.96.2,30.212.5.130,0,0,IP_90,2025-07-17 23:52:16.881,0.0000391,1333222506.3938618,25575.44757033248,25575.44757033248,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,1432,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,1,0,52129,0,Unknown
134.221.96.2,30.212.2.214,0,0,IP_90,2025-07-17 23:52:16.881,3.8e-6,13718157894.736841,263157.8947368421,263157.8947368421,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,748,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.0.20,0,0,IP_161,2025-07-17 23:52:16.910,0.0000248,148145161.29032257,40322.58064516129,40322.58064516129,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,1,0,3674,0,Unknown
134.221.96.14,14.24.0.20,0,0,IP_161,2025-07-17 23:52:16.915,0.0049588,1481810.1153504879,403.3233846898443,403.3233846898443,0.0,2,0,7348,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,64,0,42,2,0.0049396,0.0049396,0.0049396,0.0,0.0049396,0.0049396,0.0049396,0.0049396,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,2,0,7348,0,Unknown
134.221.96.14,14.24.0.119,0,0,IP_161,2025-07-17 23:52:16.915,9.5e-6,386736842.1052631,105263.15789473684,105263.15789473684,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,141,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0,1,0,3674,0,Unknown
134.221.96.2,30.212.3.162,0,0,IP_90,2025-07-17 23:52:16.916,0.0000156,3341602564.1025643,64102.5641025641,64102.5641025641,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,952,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.1.45,0,0,IP_161,2025-07-17 23:52:16.955,0.0000796,46155778.89447236,12562.81407035176,12562.81407035176,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,323,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0,1,0,3674,0,Unknown
134.221.96.2,30.212.0.94,0,0,IP_90,2025-07-17 23:52:16.957,0.0000181,2880055248.6187844,55248.61878453039,55248.61878453039,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,116,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0,1,0,52129,0,Unknown
134.221.96.2,30.212.0.112,0,0,IP_90,2025-07-17 23:52:16.957,0.0000126,4137222222.2222223,79365.07936507936,79365.07936507936,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0,1,0,52129,0,Unknown
134.221.96.2,30.212.1.37,0,0,IP_90,2025-07-17 23:52:16.957,0.0000336,1551458333.3333335,29761.904761904763,29761.904761904763,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.0.82,0,0,IP_161,2025-07-17 23:52:16.987,0.000036,102055555.55555555,27777.777777777777,27777.777777777777,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0,1,0,3674,0,Unknown
134.221.96.14,14.24.0.51,0,0,IP_161,2025-07-17 23:52:16.987,0.0000126,291587301.5873016,79365.07936507936,79365.07936507936,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0,1,0,3674,0,Unknown
134.221.96.2,30.212.0.51,0,0,IP_90,2025-07-17 23:52:16.987,7.7e-6,6769999999.999999,129870.12987012985,129870.12987012985,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,73,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.992,0.0000269,136579925.6505576,37174.72118959108,37174.72118959108,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,1432,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,1,0,3674,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.992,0.1108773,940300.6747097918,18.037957273490605,18.037957273490605,0.0,2,0,104258,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,64,0,42,2,0.1108691,0.1108691,0.1108691,0.0,0.1108691,0.1108691,0.1108691,0.1108691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,2,0,104258,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.993,0.0014734,4987104.655897924,1357.4046423238767,1357.4046423238767,0.0,2,0,7348,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,64,0,1432,2,0.0014604,0.0014604,0.0014604,0.0,0.0014604,0.0014604,0.0014604,0.0014604,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,2,0,7348,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.993,0.0016471,6691761.277396636,1821.38303685265,1821.38303685265,0.0,3,0,11022,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,96,0,1432,3,0.0008202999999999999,0.0014604,0.0001802,0.0006401,0.0016405999999999999,0.0014604,0.0001802,0.0008202999999999999,0.0006401,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,3,0,11022,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.993,0.1123513,1391946.5106322756,26.701960724976036,26.701960724976036,0.0,3,0,156387,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,96,0,42,3,0.0561733,0.1108691,0.0014775,0.054695799999999996,0.1123466,0.1108691,0.0014775,0.0561733,0.054695799999999996,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,3,0,156387,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.993,0.0017464,8415025.194686212,2290.4260192395786,2290.4260192395786,0.0,4,0,14696,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,128,0,1432,4,0.0005810333333333333,0.0014604,0.0001025,0.0006226147141067436,0.0017430999999999998,0.0014604,0.0001025,0.0005810333333333333,0.0006226147141067436,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,4,0,14696,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.993,0.0017797,10321964.376018431,2809.4622689217285,2809.4622689217285,0.0,5,0,18370,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,160,0,1432,5,0.00044267499999999996,0.0014604,0.0000276,0.0005900558421666546,0.0017706999999999998,0.0014604,0.0000276,0.00044267499999999996,0.0005900558421666546,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,5,0,18370,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.993,0.1124895,1853648.5627547458,35.55887438383138,35.55887438383138,0.0,4,0,208516,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,128,0,42,4,0.0374955,0.1108691,0.0001399,0.051885843773679406,0.1124865,0.1108691,0.0001399,0.0374955,0.051885843773679406,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,4,0,208516,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.994,0.0023796,9263741.805345437,2521.4321734745336,2521.4321734745336,0.0,6,0,22044,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,192,0,1432,6,0.0004726599999999999,0.0014604,0.0000276,0.0005311582799881783,0.0023632999999999996,0.0014604,0.0000276,0.0004726599999999999,0.0005311582799881783,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,6,0,22044,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.994,0.0024808,10366817.155756207,2821.670428893905,2821.670428893905,0.0,7,0,25718,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,224,0,1432,7,0.0004125833333333332,0.0014604,0.0000276,0.0005031437449234121,0.0024754999999999994,0.0014604,0.0000276,0.0004125833333333332,0.0005031437449234121,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,7,0,25718,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.994,0.1132012,2302493.2597887656,44.169143083288866,44.169143083288866,0.0,5,0,260645,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,160,0,42,5,0.028298125,0.1108691,0.0001399,0.04767473868572197,0.1131925,0.1108691,0.0001399,0.028298125,0.04767473868572197,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,5,0,260645,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:16.994,0.0030033,9786568.108414078,2663.7365564545667,2663.7365564545667,0.0,8,0,29392,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,256,0,1432,8,0.00042754285714285706,0.0014604,0.0000276,0.0004672596153780736,0.0029927999999999995,0.0014604,0.0000276,0.00042754285714285706,0.0004672596153780736,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,8,0,29392,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:16.995,0.1139979,2743682.120460114,52.63254849431437,52.63254849431437,0.0,6,0,312774,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,192,0,42,6,0.02279746,0.1108691,0.0001399,0.04403786812245116,0.1139873,0.1108691,0.0001399,0.02279746,0.04403786812245116,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,6,0,312774,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.012,0.0205223,1611222.9136110474,438.5473363122067,438.5473363122067,0.0,9,0,33066,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,288,0,1432,9,0.002560175,0.0174886,0.0000276,0.005659317900761098,0.0204814,0.0174886,0.0000276,0.002560175,0.005659317900761098,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,9,0,33066,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.012,0.0207082,1774176.4132082944,482.9004935243044,482.9004935243044,0.0,10,0,36740,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,320,0,1432,10,0.0023000222222222225,0.0174886,0.0000276,0.005386154621863105,0.020700200000000002,0.0174886,0.0000276,0.0023000222222222225,0.005386154621863105,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,10,0,36740,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:17.013,0.1325013,2753957.885696216,52.829670350404115,52.829670350404115,0.0,7,0,364903,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,224,0,42,7,0.022079566666666665,0.1108691,0.0001399,0.04023292654239256,0.1324774,0.1108691,0.0001399,0.022079566666666665,0.04023292654239256,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,7,0,364903,0,Unknown
8.0.69.0,0.40.241.90,0,0,IP_161,2025-07-17 23:52:17.020,0.000016,229625000.0,62500.0,62500.0,0.0,1,0,3674,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,32,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0,1,0,3674,0,Unknown
8.0.69.0,0.40.71.158,0,0,IP_90,2025-07-17 23:52:17.020,5e-6,10425800000.0,199999.99999999997,199999.99999999997,0.0,1,0,52129,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,32,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0,1,0,52129,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.022,0.0302587,1335615.8724598214,363.53181068585235,363.53181068585235,0.0,11,0,40414,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,352,0,1432,11,0.00302425,0.0174886,0.0000276,0.005552490280630845,0.030242500000000002,0.0174886,0.0000276,0.00302425,0.005552490280630845,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,11,0,40414,0,Unknown
134.221.96.2,30.212.0.20,0,0,IP_90,2025-07-17 23:52:17.022,0.1410938,2955707.479704991,56.69986916505191,56.69986916505191,0.0,8,0,417032,0,52129,52129,52129.0,0.0,0,0,0.0,0.0,52129,52129,52129.0,0.0,0.0,256,0,42,8,0.020155114285714284,0.1108691,0.0001399,0.037545549444429255,0.14108579999999998,0.1108691,0.0001399,0.020155114285714284,0.037545549444429255,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,52129.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,8,0,417032,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.022,0.0308691,1428224.3408457001,388.7382528159227,388.7382528159227,0.0,12,0,44088,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,384,0,1432,12,0.002804681818181818,0.0174886,0.0000276,0.005339429690999215,0.0308515,0.0174886,0.0000276,0.002804681818181818,0.005339429690999215,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,12,0,44088,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.023,0.0315401,1514326.2069555898,412.17370902438483,412.17370902438483,0.0,13,0,47762,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,416,0,1432,13,0.0026270916666666666,0.0174886,0.0000276,0.005145934108992965,0.0315251,0.0174886,0.0000276,0.0026270916666666666,0.005145934108992965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,13,0,47762,0,Unknown
134.221.96.14,14.24.5.130,0,0,IP_161,2025-07-17 23:52:17.024,0.0320867,1603031.7857554685,436.3178513215756,436.3178513215756,0.0,14,0,51436,0,3674,3674,3674.0,0.0,0,0,0.0,0.0,3674,3674,3674.0,0.0,0.0,448,0,1432,14,0.0024672923076923077,0.0174886,0.0000276,0.004974946807054096,0.0320748,0.0174886,0.0000276,0.0024672923076923077,0.004974946807054096,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,3674.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,0,14,0,51436,0,Unknown
